"Stand ID, Stand name",Latitude,Longitude,passengers this month,year - month
28,Dragão,41.16322243,-8.584046773,2015,2014-02
22,Castelo do Queijo,41.16831789,-8.68917996,733,2014-02
57,São Bento,41.14571881,-8.610707015,3258,2014-02
13,Brasília,41.15708913,-8.62846798,2257,2014-02
9,Batalha,41.14425253,-8.605719616,5240,2014-02
26,Corujeira,41.15956064,-8.579775948,1389,2014-02
42,Nove de Abril,41.17274857,-8.611783584,2093,2014-02
39,Maternidade,41.15089146,-8.622799998,931,2014-02
16,Campismo,41.17547223,-8.627791451,1790,2014-02
55,São Roque,41.16600077,-8.570351762,1743,2014-02
2,Alameda,41.15618964,-8.591064405,920,2014-02
17,Carcereira,41.16445158,-8.632285955,928,2014-02
15,Campanhã,41.14862751,-8.585876603,7548,2014-02
30,Galiza,41.15178364,-8.62775943,1436,2014-02
37,Marechal,41.16108106,-8.657546759,2090,2014-02
41,Nevogilde,41.16306665,-8.675983042,1251,2014-02
32,H. Militar,41.15766231,-8.627044152,1633,2014-02
1,Agra,41.17714571,-8.609670271,900,2014-02
47,Pereiró,41.17381357,-8.654496008,1091,2014-02
45,Passeio Alegre,41.1486486,-8.672795329,1177,2014-02
46,Pereira de Melo,41.17864516,-8.64853557,849,2014-02
62,Viso,41.17787376,-8.646557505,1762,2014-02
8,Azevedo,41.1515921,-8.568195397,785,2014-02
49,Pólo Universitário,41.17955109,-8.60253898,1447,2014-02
29,Francos,41.1710191,-8.638665581,783,2014-02
48,Pinto de Azevedo,41.17126237,-8.645050154,305,2014-02
4,Alfândega,41.14376399,-8.62180322,516,2014-02
5,Amial,41.18350972,-8.61272587,676,2014-02
50,Prelada,41.16983831,-8.628902454,594,2014-02
33,H. São João,41.18278721,-8.600122444,4855,2014-03
23,Clérigos,41.14601583,-8.612574719,7891,2014-03
36,Lordelo,41.15465712,-8.649073578,3750,2014-03
30,Galiza,41.15178364,-8.62775943,1412,2014-03
17,Carcereira,41.16445158,-8.632285955,873,2014-03
15,Campanhã,41.14862751,-8.585876603,8478,2014-03
60,Trindade,41.1511237,-8.609843402,1925,2014-03
9,Batalha,41.14425253,-8.605719616,4710,2014-03
57,São Bento,41.14571881,-8.610707015,3655,2014-03
6,Areosa,41.18080434,-8.582782891,3492,2014-03
13,Brasília,41.15708913,-8.62846798,2620,2014-03
29,Francos,41.1710191,-8.638665581,791,2014-03
40,Mercado da Foz,41.15423374,-8.674006779,3161,2014-03
25,Cordoaria,41.14629987,-8.617638088,3158,2014-03
7,Av. Boavista,41.15998019,-8.641983925,2288,2014-03
56,Sá Carneiro,41.1628787,-8.591645282,2580,2014-03
63,Santa Maria,41.16037532,-8.609369722,1954,2014-03
45,Passeio Alegre,41.1486486,-8.672795329,1325,2014-03
21,Casa da Musica,41.16088635,-8.629565069,1672,2014-03
5,Amial,41.18350972,-8.61272587,749,2014-03
20,Carvalhido,41.16692782,-8.62677873,1407,2014-03
16,Campismo,41.17547223,-8.627791451,1993,2014-03
34,Infante,41.14051688,-8.615952191,2470,2014-03
11,Bom Pastor,41.1670339,-8.613266862,1688,2014-03
53,Ribeira,41.1412082,-8.614012261,3756,2014-03
28,Dragão,41.16322243,-8.584046773,2080,2014-03
18,Carregal,41.14832091,-8.619603476,4239,2014-03
43,Ouro,41.14861103,-8.648886435,1363,2014-03
10,Bolhão,41.15071065,-8.606909773,2096,2014-03
35,Lago,41.16743181,-8.649526818,2272,2014-03
54,Rotunda,41.15800388,-8.63037495,1302,2014-03
12,Bom Sucesso,41.15511973,-8.630466266,2958,2014-03
37,Marechal,41.16108106,-8.657546759,2226,2014-03
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,2886,2014-03
42,Nove de Abril,41.17274857,-8.611783584,2045,2014-03
8,Azevedo,41.1515921,-8.568195397,1147,2014-03
27,D. João I,41.14803213,-8.609241127,4648,2014-03
39,Maternidade,41.15089146,-8.622799998,942,2014-03
59,Tenente Valadim,41.16070302,-8.641204749,1771,2014-03
52,Républica,41.1549651,-8.613216988,2181,2014-03
38,Marquês,41.16071489,-8.604246082,2208,2014-03
14,Câmara,41.14970219,-8.61107087,3712,2014-03
26,Corujeira,41.15956064,-8.579775948,1485,2014-03
2,Alameda,41.15618964,-8.591064405,922,2014-03
3,Aldoar,41.17052492,-8.665875932,1022,2014-03
58,Terço,41.16159159,-8.60452833,1994,2014-03
22,Castelo do Queijo,41.16831789,-8.68917996,797,2014-03
4,Alfândega,41.14376399,-8.62180322,787,2014-03
44,Palácio,41.1496174,-8.625784437,663,2014-03
24,Conde Ferreira,41.16953022,-8.589347897,2527,2014-03
32,H. Militar,41.15766231,-8.627044152,1752,2014-03
41,Nevogilde,41.16306665,-8.675983042,1398,2014-03
48,Pinto de Azevedo,41.17126237,-8.645050154,248,2014-03
55,São Roque,41.16600077,-8.570351762,1766,2014-03
62,Viso,41.17787376,-8.646557505,706,2014-03
51,Ramada Alta,41.16140385,-8.621121972,1647,2014-03
46,Pereira de Melo,41.17864516,-8.64853557,693,2014-03
31,H. Magalhães Lemos,41.17695352,-8.663960323,1309,2014-03
19,Carvalheiras,41.15359293,-8.605426467,2238,2014-03
1,Agra,41.17714571,-8.609670271,943,2014-03
47,Pereiró,41.17381357,-8.654496008,1056,2014-03
49,Pólo Universitário,41.17955109,-8.60253898,1420,2014-03
50,Prelada,41.16983831,-8.628902454,547,2014-03
33,H. São João,41.18278721,-8.600122444,4552,2014-04
14,Câmara,41.14970219,-8.61107087,3591,2014-04
57,São Bento,41.14571881,-8.610707015,5007,2014-04
13,Brasília,41.15708913,-8.62846798,2350,2014-04
53,Ribeira,41.1412082,-8.614012261,5300,2014-04
16,Campismo,41.17547223,-8.627791451,1938,2014-04
15,Campanhã,41.14862751,-8.585876603,8483,2014-04
24,Conde Ferreira,41.16953022,-8.589347897,2379,2014-04
58,Terço,41.16159159,-8.60452833,1818,2014-04
9,Batalha,41.14425253,-8.605719616,4517,2014-04
55,São Roque,41.16600077,-8.570351762,1754,2014-04
26,Corujeira,41.15956064,-8.579775948,1332,2014-04
18,Carregal,41.14832091,-8.619603476,3896,2014-04
27,D. João I,41.14803213,-8.609241127,4417,2014-04
25,Cordoaria,41.14629987,-8.617638088,3081,2014-04
38,Marquês,41.16071489,-8.604246082,2030,2014-04
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,2863,2014-04
23,Clérigos,41.14601583,-8.612574719,6668,2014-04
5,Amial,41.18350972,-8.61272587,664,2014-04
56,Sá Carneiro,41.1628787,-8.591645282,2414,2014-04
31,H. Magalhães Lemos,41.17695352,-8.663960323,1314,2014-04
34,Infante,41.14051688,-8.615952191,2841,2014-04
47,Pereiró,41.17381357,-8.654496008,1031,2014-04
21,Casa da Musica,41.16088635,-8.629565069,1811,2014-04
11,Bom Pastor,41.1670339,-8.613266862,1641,2014-04
59,Tenente Valadim,41.16070302,-8.641204749,1893,2014-04
39,Maternidade,41.15089146,-8.622799998,926,2014-04
8,Azevedo,41.1515921,-8.568195397,1110,2014-04
60,Trindade,41.1511237,-8.609843402,1912,2014-04
12,Bom Sucesso,41.15511973,-8.630466266,2772,2014-04
36,Lordelo,41.15465712,-8.649073578,3950,2014-04
30,Galiza,41.15178364,-8.62775943,1404,2014-04
62,Viso,41.17787376,-8.646557505,589,2014-04
17,Carcereira,41.16445158,-8.632285955,844,2014-04
52,Républica,41.1549651,-8.613216988,2037,2014-04
35,Lago,41.16743181,-8.649526818,2100,2014-04
40,Mercado da Foz,41.15423374,-8.674006779,3036,2014-04
44,Palácio,41.1496174,-8.625784437,757,2014-04
6,Areosa,41.18080434,-8.582782891,3143,2014-04
22,Castelo do Queijo,41.16831789,-8.68917996,914,2014-04
63,Santa Maria,41.16037532,-8.609369722,1957,2014-04
7,Av. Boavista,41.15998019,-8.641983925,2387,2014-04
20,Carvalhido,41.16692782,-8.62677873,1321,2014-04
46,Pereira de Melo,41.17864516,-8.64853557,596,2014-04
32,H. Militar,41.15766231,-8.627044152,1658,2014-04
29,Francos,41.1710191,-8.638665581,722,2014-04
51,Ramada Alta,41.16140385,-8.621121972,1550,2014-04
37,Marechal,41.16108106,-8.657546759,2267,2014-04
54,Rotunda,41.15800388,-8.63037495,1304,2014-04
42,Nove de Abril,41.17274857,-8.611783584,1723,2014-04
19,Carvalheiras,41.15359293,-8.605426467,2588,2014-04
2,Alameda,41.15618964,-8.591064405,831,2014-04
50,Prelada,41.16983831,-8.628902454,592,2014-04
10,Bolhão,41.15071065,-8.606909773,2113,2014-04
3,Aldoar,41.17052492,-8.665875932,970,2014-04
43,Ouro,41.14861103,-8.648886435,1249,2014-04
49,Pólo Universitário,41.17955109,-8.60253898,1487,2014-04
28,Dragão,41.16322243,-8.584046773,2033,2014-04
45,Passeio Alegre,41.1486486,-8.672795329,1229,2014-04
4,Alfândega,41.14376399,-8.62180322,569,2014-04
41,Nevogilde,41.16306665,-8.675983042,1279,2014-04
1,Agra,41.17714571,-8.609670271,943,2014-04
48,Pinto de Azevedo,41.17126237,-8.645050154,230,2014-04
60,Trindade,41.1511237,-8.609843402,2737,2014-05
34,Infante,41.14051688,-8.615952191,3466,2014-05
28,Dragão,41.16322243,-8.584046773,2020,2014-05
30,Galiza,41.15178364,-8.62775943,1620,2014-05
16,Campismo,41.17547223,-8.627791451,2010,2014-05
53,Ribeira,41.1412082,-8.614012261,6811,2014-05
52,Républica,41.1549651,-8.613216988,2504,2014-05
23,Clérigos,41.14601583,-8.612574719,7047,2014-05
11,Bom Pastor,41.1670339,-8.613266862,1747,2014-05
6,Areosa,41.18080434,-8.582782891,3521,2014-05
25,Cordoaria,41.14629987,-8.617638088,3525,2014-05
56,Sá Carneiro,41.1628787,-8.591645282,2508,2014-05
24,Conde Ferreira,41.16953022,-8.589347897,2494,2014-05
13,Brasília,41.15708913,-8.62846798,2931,2014-05
21,Casa da Musica,41.16088635,-8.629565069,2023,2014-05
33,H. São João,41.18278721,-8.600122444,5216,2014-05
54,Rotunda,41.15800388,-8.63037495,1487,2014-05
36,Lordelo,41.15465712,-8.649073578,4784,2014-05
62,Viso,41.17787376,-8.646557505,559,2014-05
14,Câmara,41.14970219,-8.61107087,3918,2014-05
57,São Bento,41.14571881,-8.610707015,6222,2014-05
40,Mercado da Foz,41.15423374,-8.674006779,3807,2014-05
26,Corujeira,41.15956064,-8.579775948,1397,2014-05
5,Amial,41.18350972,-8.61272587,826,2014-05
45,Passeio Alegre,41.1486486,-8.672795329,1535,2014-05
9,Batalha,41.14425253,-8.605719616,5274,2014-05
3,Aldoar,41.17052492,-8.665875932,1384,2014-05
2,Alameda,41.15618964,-8.591064405,945,2014-05
58,Terço,41.16159159,-8.60452833,1751,2014-05
10,Bolhão,41.15071065,-8.606909773,2455,2014-05
27,D. João I,41.14803213,-8.609241127,4325,2014-05
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,3123,2014-05
29,Francos,41.1710191,-8.638665581,721,2014-05
12,Bom Sucesso,41.15511973,-8.630466266,3515,2014-05
35,Lago,41.16743181,-8.649526818,2318,2014-05
7,Av. Boavista,41.15998019,-8.641983925,2908,2014-05
18,Carregal,41.14832091,-8.619603476,4384,2014-05
15,Campanhã,41.14862751,-8.585876603,9721,2014-05
55,São Roque,41.16600077,-8.570351762,1718,2014-05
32,H. Militar,41.15766231,-8.627044152,1819,2014-05
42,Nove de Abril,41.17274857,-8.611783584,2206,2014-05
20,Carvalhido,41.16692782,-8.62677873,1447,2014-05
37,Marechal,41.16108106,-8.657546759,2465,2014-05
51,Ramada Alta,41.16140385,-8.621121972,1614,2014-05
41,Nevogilde,41.16306665,-8.675983042,1534,2014-05
59,Tenente Valadim,41.16070302,-8.641204749,2715,2014-05
8,Azevedo,41.1515921,-8.568195397,1308,2014-05
38,Marquês,41.16071489,-8.604246082,2213,2014-05
19,Carvalheiras,41.15359293,-8.605426467,2411,2014-05
44,Palácio,41.1496174,-8.625784437,707,2014-05
63,Santa Maria,41.16037532,-8.609369722,2087,2014-05
4,Alfândega,41.14376399,-8.62180322,617,2014-05
22,Castelo do Queijo,41.16831789,-8.68917996,7053,2014-05
39,Maternidade,41.15089146,-8.622799998,1113,2014-05
17,Carcereira,41.16445158,-8.632285955,941,2014-05
47,Pereiró,41.17381357,-8.654496008,1175,2014-05
49,Pólo Universitário,41.17955109,-8.60253898,1545,2014-05
43,Ouro,41.14861103,-8.648886435,1341,2014-05
31,H. Magalhães Lemos,41.17695352,-8.663960323,1554,2014-05
48,Pinto de Azevedo,41.17126237,-8.645050154,235,2014-05
46,Pereira de Melo,41.17864516,-8.64853557,702,2014-05
1,Agra,41.17714571,-8.609670271,1095,2014-05
50,Prelada,41.16983831,-8.628902454,578,2014-05
23,Clérigos,41.14601583,-8.612574719,6566,2014-06
34,Infante,41.14051688,-8.615952191,3206,2014-06
55,São Roque,41.16600077,-8.570351762,1691,2014-06
37,Marechal,41.16108106,-8.657546759,2981,2014-06
57,São Bento,41.14571881,-8.610707015,6324,2014-06
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,3080,2014-06
36,Lordelo,41.15465712,-8.649073578,4844,2014-06
41,Nevogilde,41.16306665,-8.675983042,1320,2014-06
25,Cordoaria,41.14629987,-8.617638088,3480,2014-06
53,Ribeira,41.1412082,-8.614012261,6841,2014-06
12,Bom Sucesso,41.15511973,-8.630466266,3152,2014-06
43,Ouro,41.14861103,-8.648886435,1562,2014-06
19,Carvalheiras,41.15359293,-8.605426467,2523,2014-06
9,Batalha,41.14425253,-8.605719616,5731,2014-06
16,Campismo,41.17547223,-8.627791451,1956,2014-06
54,Rotunda,41.15800388,-8.63037495,1662,2014-06
33,H. São João,41.18278721,-8.600122444,4356,2014-06
10,Bolhão,41.15071065,-8.606909773,2443,2014-06
29,Francos,41.1710191,-8.638665581,699,2014-06
60,Trindade,41.1511237,-8.609843402,2666,2014-06
22,Castelo do Queijo,41.16831789,-8.68917996,3443,2014-06
18,Carregal,41.14832091,-8.619603476,4235,2014-06
35,Lago,41.16743181,-8.649526818,2387,2014-06
58,Terço,41.16159159,-8.60452833,1762,2014-06
48,Pinto de Azevedo,41.17126237,-8.645050154,208,2014-06
49,Pólo Universitário,41.17955109,-8.60253898,1310,2014-06
38,Marquês,41.16071489,-8.604246082,2019,2014-06
63,Santa Maria,41.16037532,-8.609369722,1987,2014-06
15,Campanhã,41.14862751,-8.585876603,9248,2014-06
42,Nove de Abril,41.17274857,-8.611783584,1917,2014-06
7,Av. Boavista,41.15998019,-8.641983925,2914,2014-06
21,Casa da Musica,41.16088635,-8.629565069,2022,2014-06
13,Brasília,41.15708913,-8.62846798,2935,2014-06
14,Câmara,41.14970219,-8.61107087,3828,2014-06
11,Bom Pastor,41.1670339,-8.613266862,1600,2014-06
56,Sá Carneiro,41.1628787,-8.591645282,2219,2014-06
30,Galiza,41.15178364,-8.62775943,1497,2014-06
27,D. João I,41.14803213,-8.609241127,4245,2014-06
6,Areosa,41.18080434,-8.582782891,3266,2014-06
26,Corujeira,41.15956064,-8.579775948,1426,2014-06
24,Conde Ferreira,41.16953022,-8.589347897,2287,2014-06
52,Républica,41.1549651,-8.613216988,2444,2014-06
46,Pereira de Melo,41.17864516,-8.64853557,672,2014-06
44,Palácio,41.1496174,-8.625784437,781,2014-06
2,Alameda,41.15618964,-8.591064405,865,2014-06
28,Dragão,41.16322243,-8.584046773,1919,2014-06
45,Passeio Alegre,41.1486486,-8.672795329,1461,2014-06
31,H. Magalhães Lemos,41.17695352,-8.663960323,1484,2014-06
20,Carvalhido,41.16692782,-8.62677873,1382,2014-06
17,Carcereira,41.16445158,-8.632285955,930,2014-06
4,Alfândega,41.14376399,-8.62180322,711,2014-06
40,Mercado da Foz,41.15423374,-8.674006779,3358,2014-06
59,Tenente Valadim,41.16070302,-8.641204749,2510,2014-06
62,Viso,41.17787376,-8.646557505,534,2014-06
50,Prelada,41.16983831,-8.628902454,599,2014-06
1,Agra,41.17714571,-8.609670271,950,2014-06
51,Ramada Alta,41.16140385,-8.621121972,1432,2014-06
5,Amial,41.18350972,-8.61272587,675,2014-06
3,Aldoar,41.17052492,-8.665875932,981,2014-06
8,Azevedo,41.1515921,-8.568195397,1383,2014-06
32,H. Militar,41.15766231,-8.627044152,1603,2014-06
47,Pereiró,41.17381357,-8.654496008,1161,2014-06
39,Maternidade,41.15089146,-8.622799998,1061,2014-06
